Title,Provider,Skills,Rating,Reviews,Details,Course Link,Image URL
Pre-MBA Statistics,IIMA - IIM Ahmedabad,"Sampling (Statistics), Probability, Statistical Hypothesis Testing, Statistics, Probability Distribution, Statistical Methods, Statistical Inference, Estimation, Statistical Analysis, Descriptive Statistics, Sample Size Determination, Data Analysis, Data-Driven Decision-Making",4.6,272 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/pre-mbastatistics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/25/68ec6b31b741818e11b8d0164d60ec/Pre-MBA-Stat.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Security Analyst Fundamentals,IBM,"Cyber Threat Hunting, Incident Response, Cyber Threat Intelligence, Penetration Testing, Computer Security Incident Management, Intrusion Detection and Prevention, Threat Detection, Cryptography, Security Testing, Incident Management, Application Security, Encryption, Cybersecurity, Code Review, Security Management, Vulnerability Scanning, Vulnerability Assessments, Threat Modeling, Security Information and Event Management (SIEM), Security Awareness",4.7,4.3K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/security-analyst-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ff/bb72be199142e099170a3cbc2e129a/Security_Analyst_Fundamentals_Specialization.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Understanding Clinical Research: Behind the Statistics,University of Cape Town,"Biostatistics, Statistical Hypothesis Testing, Clinical Research, Medical Science and Research, Quantitative Research, Statistics, Descriptive Statistics, Statistical Inference, Probability",4.8,3.6K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/clinical-research,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/07/5a36a04cc111e586af01effc971b23/course-image-resized.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Health Informatics,Johns Hopkins University,"Change Control, Health Systems, Health Information Management and Medical Records, Health Care, Health Care Administration, Healthcare Industry Knowledge, Clinical Leadership, Decision Support Systems, Solution Design, IT Management, Clinical Data Management, Databases, Usability Testing, Data-Driven Decision-Making, Information Technology, Analysis, Systems Analysis, Business Systems Analysis, Technical Communication, System Requirements",4.4,881 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/health-informatics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/53/25dc40046c11e993ec7f18ecf4e1dc/dhsi_clinical_informatics_logo-06.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"Cascading Style Sheets (CSS), HTML and CSS, Javascript, Ajax, Responsive Web Design, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Hypertext Markup Language (HTML), Web Design and Development, JSON, Web Applications, Web Development, Usability, Cross Platform Development, Browser Compatibility, Event-Driven Programming, Object Oriented Programming (OOP), User Interface and User Experience (UI/UX) Design, User Experience Design",4.7,17K reviews,Beginner Â· Specialization Â· 1 - 3 Months,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/af5bff316f4f158b56d46fd2242e70/Untitled-design-3-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Operations and Process Management,Illinois Tech,"Process Improvement, Process Management, Business Process, Process Analysis, Business Process Improvement, Performance Improvement, Quality Improvement, Process Mapping, Operations Management, Quality Management, Return On Investment, Change Management, Risk Management, Business Technologies, Project Management, Key Performance Indicators (KPIs), Emerging Technologies",4.8,137 reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-operations-process-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/30/8e316d98044ea7bd4bb9ffa971762d/mba-3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Managerial Accounting Fundamentals,University of Virginia,"Management Accounting, Cost Accounting, Accounting, Operating Cost, Cost Benefit Analysis, Cost Management, Budget Management, Financial Accounting, Financial Analysis, Decision Making, Resource Allocation",4.8,804 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-managerial-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7d/251dc0dc2311e7862f37513baa6be7/MA_courseimage_final-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Business and Marketing Strategies,University of London,"Operations Management, Process Design, Marketing Strategies, Business Operations, Operational Excellence, Marketing Planning, Manufacturing Operations, Strategic Marketing, Process Mapping, Marketing Strategy and Techniques, Competitive Analysis, Consumer Behaviour, Business Ethics, Social Sciences, International Relations, Marketing, Marketing Psychology, Environmental Issue, Business, Political Sciences",4.5,325 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/uol-business-and-marketing-strategies,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a7/f83f831ee4403ca7a8ab115b56fbe3/Coursera_Business-and-Marketing-Strategies.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Financial Accounting Fundamentals,University of Virginia,"Financial Statements, Financial Accounting, Balance Sheet, Financial Reporting, Financial Statement Analysis, Annual Reports, General Accounting, Accrual Accounting, Income Statement, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Bookkeeping, Accounting Records, Cash Flows",4.8,2.7K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/uva-darden-financial-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d9/b7a0d0ff9c11e6b4394f01375dc7b5/FAFLogo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Ciberseguridad de Google,Google,"Vulnerability Management, Threat Modeling, Stakeholder Communications, Incident Response, Intrusion Detection and Prevention, Threat Management, Business Risk Management, Network Security, Vulnerability Assessments, Operating Systems, Threat Detection, Risk Management, Security Information and Event Management (SIEM), Computer Security Incident Management, Security Awareness, Bash (Scripting Language), Event Monitoring, Security Controls, Cybersecurity, Debugging",4.9,6.6K reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/ciberseguridad-de-google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/43/4c8be2dd7b4707b1b077b2d4186853/600x600_CourseraImages_Carter.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Dog Emotion and Cognition,Duke University,"Psychology, Learning Theory, Anthropology, Social Sciences, Research, General Science and Research, Scientific Methods, Non-Verbal Communication",4.7,4.6K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/dog-emotion-and-cognition,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/512570cd7811e49b4cb76fa1d10fb6/French-Bulldog.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Sustainability for Business: ESG Fundamentals,IMD - International Institute for Management Development,"Environmental Social And Corporate Governance (ESG), Corporate Sustainability, Business Ethics, Compliance Management, Sustainability Reporting, Environmental Management Systems, Stakeholder Management, Governance, Stakeholder Engagement, Leadership, Risk Management, Business Strategy, Organizational Change, Innovation",4.9,61 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/esg,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8a/f5c620d99f41c4a6a48852a6e9dc25/202410030-ESGF-LogoImage-1200x1200.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Planejamento e controle da produÃ§Ã£o: fundamentos e modelagem,Universidade de SÃ£o Paulo,"Production Planning, Production Process, Manufacturing Operations, Lean Manufacturing, Resource Planning, Inventory Control, Supply Chain Planning, Inventory Management System, Operations Management, Scheduling, Time Series Analysis and Forecasting, Demand Planning, Forecasting, Transportation Operations, Capacity Management",N/A,N/A,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/planejamento-producao-controle,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ec/cf95d12b8745dfa78c02ad9ce1ac4b/Coursera-pcp-banner-1000x1000.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Tools for Data Science,IBM,"Jupyter, Data Visualization Software, Data Science, GitHub, Big Data, R Programming, Statistical Programming, Application Programming Interface (API), Machine Learning, Cloud Computing, Git (Version Control System), Python Programming, SQL",4.5,30K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/open-source-tools-for-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f4/acffe00bd811e8bfabed507b508fa4/ds0105en-square.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Unilever Digital Marketing Analyst,Unilever,"Data Storytelling, Marketing Automation, Web Analytics, Marketing Effectiveness, Marketing Analytics, Customer Insights, Digital Marketing, Market Analysis, Google Analytics, Social Media Marketing, Customer Analysis, Search Engine Marketing, Advertising Campaigns, Marketing Strategies, Social Media Strategy, Performance Reporting, Search Engine Optimization, Marketing Planning, MarTech, Predictive Analytics",4.7,219 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/63/ebab967eb44a28a9a6aed4ecace2a5/iStock-877748380.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
IntroducciÃ³n a la programaciÃ³n en Python I: Aprendiendo a programar con Python,Pontificia Universidad CatÃ³lica de Chile,"Python Programming, Data Structures, Computer Programming, Program Development, Scripting, Scripting Languages, Algorithms, File Management",4.4,4.8K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/aprendiendo-programar-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7c/a97a6e3fc74812a808cd95da906b19/Introduccion-a-la-programacion-en-Python-I-Aprendiendo-a-programar-con-Python.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Making Architecture,IE Business School,"Architectural Design, Design Thinking, Design Elements And Principles, Creativity, Design, Storytelling, Human Centered Design, Innovation, Environment",4.8,1.4K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/making-architecture,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ca/2a6d60435811e6bdc8db7edb16e358/imagen-promo_4.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Web Applications for Everybody,University of Michigan,"Database Design, SQL, MySQL, PHP (Scripting Language), Relational Databases, JSON, Database Management, jQuery, Hypertext Markup Language (HTML), Javascript and jQuery, Ajax, Databases, Data Modeling, Database Application, Database Development, Debugging, Web Applications, Object Oriented Design, Object Oriented Programming (OOP), Web Development",4.7,9.2K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/web-applications,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/88/dc5c5094d411e7b4b66f7a7a1060c7/WA4E_mainimage_coloronly2.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Business Finance and Data Analysis Fundamentals,Rice University,"Capital Budgeting, Cash Flows, Probability & Statistics, Financial Statements, Microsoft Excel, Descriptive Statistics, Financial Accounting, Business Analytics, Box Plots, Probability Distribution, Financial Analysis, Finance, Data Visualization, Probability, Statistics, Business Valuation, Financial Statement Analysis, Accounting, Return On Investment, Accruals",4.8,2.8K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/pre-mba-quantitative-skills,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/da/887d4dadbc4bad98f651457c04ac4d/pmbaq-logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Introduction to Python Programming,University of Pennsylvania,"Data Structures, Programming Principles, Python Programming, Computer Programming, Computational Thinking, Development Environment, Integrated Development Environments, Data Import/Export, File Management",4.6,1.2K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/python-programming-intro,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b4/7e435edd2746cc91b94b1ec765f276/1200-x-1200_Introduction-to-Python-Programming.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Accounting: Principles of Financial Accounting,IESE Business School,"Financial Statement Analysis, Financial Statements, Income Statement, Accounting, Cash Flows, Financial Accounting, Balance Sheet, Financial Analysis, Financial Reporting, Generally Accepted Accounting Principles (GAAP), Accrual Accounting",4.8,3.2K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/financial-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2f/b6ade8b5c34b91a0a95bd8750457fb/6_Accounting.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
The AI Awakening: Implications for the Economy and Society,Stanford University,"Generative AI, Workforce Development, OpenAI, Workforce Management, Socioeconomics, Emerging Technologies, Artificial Intelligence, Economics, Business Economics, Data Ethics, Natural Language Processing",4.7,84 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/ai-awakening,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ba/e042fa9ca34597803cc171852e8ab1/Untitled-design-1-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Six Sigma Principles,Kennesaw State University,"Six Sigma Methodology, Lean Methodologies, Quality Improvement, Process Improvement, Quality Management, Team Management, Team Building, Lean Manufacturing, Continuous Improvement Process, Business Process Improvement, Production Process, Root Cause Analysis, Decision Making",4.7,8K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/six-sigma-principles,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b8/295de0bb2d11e6ae5ebd9d9b53d2f6/iStock-518599088.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,"Strategic Decision-Making, Business Valuation, Private Equity, Mergers & Acquisitions, Game Theory, Corporate Strategy, Financial Analysis, Business Strategy, Investment Banking, Financial Modeling, Cash Flows, Growth Strategies, Corporate Finance",4.6,1.3K reviews,Advanced Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/advanced-valuation-and-strategy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/23/3a3910a7a911e894114b15b0966c6a/ESE_Tegel_800_800.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,"Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",4.6,778 reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/investment-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7d/af9a80b9f311e596ddffa17da4aea1/06_1_mooc_1200x1200.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Business Communication,University of Colorado Boulder,"Business Writing, Conflict Management, Teamwork, Constructive Feedback, Decision Making, Cooperation, Business Communication, Collaboration, Writing, Organizational Skills, Interpersonal Communications, Concision, Cultural Diversity, Proofreading, Team Motivation, Communication, Performance Management, Employee Performance Management, Management Training And Development, Emotional Intelligence",4.8,10K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/business-communication,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5e/0f3a11e44f49629b9fc424e294c778/evangeline-shaw-xRlI-L-kvrw-unsplash.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
C and Go: Classical and Modern Programming,"University of California, Santa Cruz","Go (Programming Language), Debugging, C (Programming Language), Data Structures, C++ (Programming Language), Object Oriented Programming (OOP), Programming Principles, Computer Programming, Unit Testing, Algorithms, Command-Line Interface, Program Development, Computer Science, Software Testing, File Systems, Computational Thinking, Integration Testing, System Programming, File Management",4.5,7.1K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/c-and-go,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b9/d8e9ca093d4e0c95d40f7bb74be936/CandGo-Thumbnail-A.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
The Singer Songwriter,Berklee,"File Management, Peer Review, Self-Awareness, Media Production, Multimedia, Automation, Public Speaking, Personal Development, Content Creation, Software Installation, Creativity, Computer Programming",4.8,4.2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/singer-songwriter,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f8/e8cad37865483589a99a8ad9c668ee/SingerSongwriterSPN.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
A Law Student's Toolkit,Yale University,"Research, Law, Regulation, and Compliance, Social Studies, Policy Analysis, Analytical Skills, Economics, Ethical Standards And Conduct",4.7,1.5K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/law-student,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/15bc40c6c011e68afe65398efd41e7/Logo_Law-Students-Toolkit.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Everyday Chinese Medicine,The Chinese University of Hong Kong,"General Medicine, Personal Care, Health Care, Health Assessment, Patient Education and Support, Healthcare Industry Knowledge, Preventative Care",4.7,1.1K reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/everyday-chinese-medicine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/cafb40c27c11e69bf5498d55262088/title-image.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Data Visualization and Dashboards with Excel and Cognos,IBM,"Data Storytelling, Data Presentation, Data Visualization, Interactive Data Visualization, Data Visualization Software, Dashboard, IBM Cognos Analytics, Tree Maps, Scatter Plots, Data Analysis, Pivot Tables And Charts, Microsoft Excel, Histogram",4.7,4.1K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dd/07890d9c634904be95462782ddaf96/IBM-DA-Course-3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Conflict Management,"University of California, Irvine","Conflict Management, Active Listening, Intercultural Competence, Cultural Diversity, Communication Strategies, Interpersonal Communications, Cultural Sensitivity, Communication, Stakeholder Management, Teamwork, Cooperation, Emotional Intelligence, Behavior Management, Relationship Management, Collaboration, Portfolio Management, Organizational Effectiveness, Empathy, Discussion Facilitation, Knowledge Transfer",4.5,2.3K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/conflict-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/conflict-management/conflictimage_logo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Databases for Data Scientists,University of Colorado Boulder,"SQL, Database Design, Database Management Systems, NoSQL, Data Warehousing, Database Theory, Relational Databases, Database Architecture and Administration, Database Management, Database Administration, Databases, Query Languages, Data Modeling, Data Analysis, Big Data, Data Architecture, Data Integrity, Data Manipulation, Transaction Processing, Scalability",4.7,1.2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/databases-for-data-scientists,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/062e97ab494d10b7aea4c7751c2422/databases_spec_logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Construction Project Management,Columbia University,"Construction Management, Building Information Modeling, Environment Health And Safety, Construction Estimating, Project Schedules, Lean Methodologies, Work Breakdown Structure, Project Management, Project Management Life Cycle, Contract Management, Project Planning, Risk Management, Scheduling, Corporate Sustainability",4.8,7.1K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/construction-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a5/9170a064b111e6b8d37b924ed4720e/project.gif?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Renewable Energy,University of Colorado Boulder,"Feasibility Studies, Plant Operations and Management, Project Finance, Facility Operations, Basic Electrical Systems, Thermal Management, Systems Of Measurement, Project Implementation, Financial Analysis, Market Dynamics, Power Electronics, Cost Estimation, Electrical Engineering, Project Planning, Emerging Technologies, Environmental Issue, Market Trend, Trend Analysis, Market Opportunities, Reliability",4.8,1.2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/renewable-energy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5b/dff414d00041bfb71f457b0e21e308/logo6_renewable_energy.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Introduction to Financial Engineering and Risk Management,Columbia University,"Financial Market, Securities (Finance), Derivatives, Mathematical Modeling, Applied Mathematics, Capital Markets, Securities Trading, Futures Exchange, Equities, Finance, Financial Modeling, Probability, Risk Management, Portfolio Management, Cash Flows",4.6,276 reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/financial-engineering-intro,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/63/362fd3db484b33bb25075602952a27/shutterstock_527098861-1-.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Certified Ethical Hacking (v12),LearnKartS,"Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Penetration Testing, Network Security, Malware Protection, Cybersecurity, Cloud Computing, Mobile Security, Application Security, Cyber Attacks, Cyber Security Assessment, Security Testing, Threat Detection, Information Systems Security, Cyber Threat Intelligence, Intrusion Detection and Prevention, Virtualization, Firewall, Vulnerability Assessments, Threat Modeling",4.7,170 reviews,Intermediate Â· Specialization Â· 1 - 3 Months,https://www.coursera.org/specializations/certified-ethical-hacking-v12-cehv12-exam-prep-course,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/4ed55ae4f74680a5a2e92929df1223/CEHv12-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Statistical Analysis with R for Public Health,Imperial College London,"Analytical Skills, Correlation Analysis, Regression Analysis, Sampling (Statistics), Statistical Hypothesis Testing, Statistical Analysis, Data Analysis, R Programming, Descriptive Statistics, Statistical Modeling, Quantitative Research, Exploratory Data Analysis, Probability & Statistics, Statistics, Statistical Methods, Data Wrangling, Biostatistics, Time Series Analysis and Forecasting, Probability Distribution, Predictive Modeling",4.7,2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/statistical-analysis-r-public-health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/39/72000891b046aa94677d96009a2bee/Statistics-for-Public-Health.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Moral Foundations of Politics,Yale University,"Political Sciences, Policy Analysis, Social Justice, Public Policies, Social Sciences, Law, Regulation, and Compliance, Governance, Ethical Standards And Conduct, Socioeconomics, Economics",4.9,5.9K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/moral-politics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/21/399e60c6c511e68773756acffc1013/Logo_Moral-Foundations-of-Politics.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois Urbana-Champaign,"Certified Public Accountant, Labor Law, Labor Relations, Law, Regulation, and Compliance, Regulation and Legal Compliance, Contract Review, Vendor Contracts, Organizational Structure, Corporate Accounting, Business, Contract Management, Regulatory Requirements, Sales",4.8,1.3K reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/corporate-commercial-law-part1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1f/dc09a0b90b4ebcb104403fa92228cc/GIES_Icon_B.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Narrative Economics,Yale University,"Behavioral Economics, Storytelling, Data Storytelling, Economics, Economic Development, Financial Forecasting, Socioeconomics, Forecasting, Social Studies, Consumer Behaviour, Analysis, Complex Problem Solving",4.8,702 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/narrative-economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/01/266e694d9e496fbc0a389fe0046549/Bob-Narr-Econ-Image.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Abnormal Psychology,Wesleyan University,"Motivational Interviewing, Mental Health Therapies, Behavioral Health, Psychiatry, Mental and Behavioral Health Specialties, Clinical Psychology, Behavior Management, Mental Health, Cultural Sensitivity, Psychology, Experimentation, Psychotherapy, Social Studies, Interpersonal Communications, Stress Management, Trauma Care, Learning Theory, Goal Setting, Human Learning, Culture",4.8,640 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/abnormal-psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/84/36cad864ad459983c5c3b60fabd977/Screen-Shot-2021-08-05-at-8.56.16-AM.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
